step,amount,Amount Category,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
400,1191669.35,1,1191669.35,0.0,0.0,0.0,1,False,False,False,True
130,504318.7,1,48324.0,552642.7,0.0,0.0,0,False,False,False,False
349,13252.01,1,0.0,0.0,1545653.56,1558905.56,0,True,False,False,False
651,595558.89,1,595558.89,0.0,0.0,156735.255,1,False,False,False,True
255,211434.04,1,15573.0,227007.04,1805246.86,1593812.82,0,False,False,False,False
36,13833.73,1,0.0,0.0,0.0,0.0,0,False,False,True,False
134,236998.12,1,35109.0,0.0,0.0,236998.12,0,True,False,False,False
6,10565.0,1,57609.835,0.0,36275.0,24380.72,1,True,False,False,False
25,217231.0,1,217231.0,0.0,0.0,7453902.1,1,True,False,False,False
216,4589.6,1,2495241.21,2499830.81,253855.47,249265.86,0,False,False,False,False
138,1168773.47,1,0.0,0.0,1670997.82,2839771.3,0,False,False,False,True
704,339152.24,1,339152.24,0.0,0.0,0.0,1,False,False,False,True
262,135845.3,1,1589763.63,0.0,835115.25,2424878.87,1,True,False,False,False
306,10000000.0,2,10000000.0,0.0,295862.46,10295862.46,1,True,False,False,False
229,38580.45,1,38580.45,0.0,0.0,0.0,1,False,False,False,True
347,312366.81,1,21804.0,0.0,525793.35,838160.16,0,True,False,False,False
393,290198.92,1,290198.92,0.0,0.0,0.0,1,False,False,False,True
217,13266.93,1,13266.93,0.0,0.0,0.0,1,False,False,False,True
346,516355.22,1,516355.22,0.0,146473.93,662829.14,1,True,False,False,False
372,4967.42,1,20322.0,15354.58,0.0,0.0,0,False,False,True,False
280,14561.0,1,0.0,0.0,82565.72,97126.72,0,False,False,False,True
69,19776.71,1,19776.71,0.0,0.0,0.0,1,False,False,False,True
234,161441.9,1,79405.0,0.0,1717896.94,1879338.84,0,True,False,False,False
275,10339516.78897634,2,2607790.58,0.0,0.0,0.0,1,False,False,False,True
157,180362.48,1,0.0,0.0,406386.36,586748.83,0,True,False,False,False
619,945131.71,1,945131.71,0.0,0.0,945131.71,1,True,False,False,False
619,418971.0,1,418971.0,0.0,0.0,0.0,1,False,False,False,True
403,975027.02,1,302577.0,0.0,190724.41,1165751.44,0,False,False,False,True
10,86118.97,1,442968.0,529086.97,179243.2,0.0,0,False,False,False,False
182,1486052.97,1,1486052.97,0.0,775543.29,2261596.26,1,True,False,False,False
179,146085.29,1,0.0,0.0,345829.29,491914.58,0,False,False,False,True
186,1477.28,0,1971664.3,1973141.58,62010.06,60532.78,0,False,False,False,False
95,3492056.91,2,57609.835,0.0,0.0,0.0,1,False,False,False,True
384,56600.14,1,44012.07,0.0,0.0,0.0,0,False,False,True,False
137,135845.3,1,2022597.46,2448760.89,1601972.32,1175808.9,0,False,False,False,False
23,295521.63,1,174124.0,0.0,5589928.84,5885450.47,0,False,False,False,True
140,6783.47,1,6783.47,0.0,88745.55,156735.255,1,True,False,False,False
282,140523.4,1,140523.4,0.0,0.0,0.0,1,False,False,False,True
157,15756.55,1,0.0,0.0,0.0,0.0,0,False,False,True,False
538,75959.29,1,0.0,0.0,1178337.73,1254297.02,0,True,False,False,False
408,2318.67,0,57609.835,0.0,0.0,0.0,0,False,False,True,False
403,9789.02,1,2544.39,0.0,0.0,0.0,0,False,False,True,False
244,2468740.94,1,2468740.94,0.0,0.0,156735.255,1,False,False,False,True
304,21385.1,1,0.0,0.0,1342692.64,1364077.73,0,True,False,False,False
374,96692.82,1,11011.0,0.0,1423765.01,1520457.83,0,True,False,False,False
95,87999.25,1,87999.25,0.0,0.0,156735.255,1,False,False,False,True
374,113812.57,1,7180699.22,7294511.79,321879.98,208067.41,0,False,False,False,False
661,343289.09,1,0.0,0.0,871044.13,156735.255,0,False,False,False,True
684,537025.01,1,537025.01,0.0,0.0,0.0,1,False,False,False,True
446,311487.14,1,311487.14,0.0,753508.71,1064995.85,1,True,False,False,False
656,46291.81,1,46291.81,0.0,0.0,0.0,1,False,False,False,True
188,104832.0,1,3236.0,108068.0,1113342.96,1008510.96,0,False,False,False,False
145,4211.31,1,0.0,0.0,0.0,0.0,0,False,False,True,False
255,255904.52,1,9037814.05,0.0,1020810.54,764906.02,0,False,False,False,False
19,312203.85,1,20040.0,332243.85,668555.81,275976.31,0,False,False,False,False
38,214577.62,1,0.0,0.0,8535332.4,8872909.59,0,True,False,False,False
419,135845.3,1,3118811.65,0.0,1163983.03,4282794.68,1,True,False,False,False
396,1793.99,0,57609.835,0.0,0.0,0.0,0,False,False,True,False
158,13467.86,1,57609.835,0.0,0.0,-20309074.74,0,False,False,True,False
278,21918.7,1,0.0,0.0,0.0,0.0,0,False,False,True,False
305,1566096.13,1,0.0,0.0,10204071.34,11770167.47,0,False,False,False,True
352,219772.44,1,25231.0,245003.44,93906.76,0.0,0,False,False,False,False
601,98099.07,1,98099.07,0.0,0.0,0.0,1,False,False,False,True
279,223685.21,1,0.0,0.0,3453482.36,156735.255,0,True,False,False,False
257,14860.92,1,0.0,0.0,0.0,0.0,0,False,False,True,False
530,148680.12,1,148680.12,0.0,0.0,0.0,1,False,False,False,True
421,1501341.87,1,1501341.87,0.0,0.0,1501341.87,1,True,False,False,False
186,20364.0,1,20364.0,0.0,0.0,0.0,1,False,False,False,True
137,3055.18,0,0.0,0.0,0.0,0.0,0,False,False,True,False
132,10068.29,1,0.0,0.0,0.0,0.0,0,False,False,True,False
451,92226.32,1,21806.0,0.0,985033.28,1077259.6,0,True,False,False,False
279,1854.25,0,0.0,0.0,364313.71,366167.96,0,True,False,False,False
165,28038.73,1,10352.0,38390.73,0.0,156735.255,0,False,False,False,False
363,6513531.58,2,6513531.58,0.0,0.0,0.0,1,False,False,False,True
661,10577.25,1,0.0,0.0,0.0,0.0,0,False,False,True,False
294,7809301.98,2,7809301.98,0.0,0.0,0.0,1,False,False,False,True
741,10000000.0,2,10000000.0,0.0,35922.97,10035922.97,1,True,False,False,False
189,177638.93,1,0.0,0.0,2187940.68,2365579.61,0,True,False,False,False
379,17216.14,1,17216.14,0.0,0.0,0.0,1,False,False,False,True
376,20986.32,1,8299069.41,8320055.73,51269.31,30282.99,0,False,False,False,False
132,1400472.01,1,1400472.01,0.0,0.0,0.0,1,False,False,False,True
68,374178.28,1,374178.28,0.0,616364.57,990542.85,1,True,False,False,False
397,387408.11,1,387408.11,0.0,187203.74,574611.85,1,True,False,False,False
37,11381.77,1,86535.74,75153.97,0.0,0.0,0,False,False,True,False
159,416832.9,1,416832.9,0.0,1460326.73,1877159.62,1,True,False,False,False
139,252922.5,1,0.0,0.0,311714.23,564636.73,0,True,False,False,False
232,740929.84,1,0.0,0.0,1454915.66,2195845.49,0,True,False,False,False
332,75270.69,1,5055.0,0.0,281715.91,356986.61,0,False,False,False,True
292,38513.19,1,38513.19,0.0,90999.78,129512.97,1,True,False,False,False
259,135845.3,1,102201.74,92963.47,0.0,0.0,0,False,False,True,False
482,296186.51,1,296186.51,0.0,668223.65,964410.16,1,True,False,False,False
231,27474.29,1,692711.92,720186.21,292568.35,265094.06,0,False,False,False,False
15,21732.01,1,0.0,0.0,0.0,156735.255,0,False,False,True,False
382,5588.75,1,10969.0,5380.25,0.0,0.0,0,False,False,True,False
212,5322.18,1,918.0,6240.18,302368.16,297045.98,0,False,False,False,False
178,16894.61,1,0.0,0.0,0.0,0.0,0,False,False,True,False
397,198012.2,1,4861640.75,5059652.94,3006332.06,2808319.87,0,False,False,False,False
463,1968008.53,1,1968008.53,0.0,615855.0,2583863.54,1,True,False,False,False
42,6364.64,1,0.0,0.0,0.0,156735.255,0,False,False,True,False
394,193165.18,1,356.0,0.0,0.0,156735.255,0,True,False,False,False
380,97383.57,1,7102726.88,7200110.45,428010.49,330626.91,0,False,False,False,False
603,4099382.36,2,4099382.36,0.0,0.0,0.0,1,False,False,False,True
718,10000000.0,2,10000000.0,0.0,2517892.18,12517892.18,1,True,False,False,False
157,119721.3,1,0.0,0.0,1364756.69,1484477.99,0,True,False,False,False
156,805319.81,1,805319.81,0.0,0.0,805319.81,1,True,False,False,False
312,2130961.69,1,0.0,0.0,0.0,5226772.46,0,False,False,False,True
45,353373.85,1,20446.0,0.0,232042.73,585416.57,0,False,False,False,True
46,10283.14,1,22426.0,12142.86,0.0,0.0,0,False,False,True,False
44,135845.3,1,44571.94,0.0,0.0,0.0,1,False,False,False,True
530,148680.12,1,148680.12,0.0,0.0,148680.12,1,True,False,False,False
694,6204.71,1,6204.71,0.0,0.0,0.0,1,False,False,False,True
236,199240.05,1,667.0,0.0,0.0,199240.05,0,True,False,False,False
131,53340.45,1,53340.45,0.0,0.0,0.0,1,False,False,False,True
248,26776.98,1,26776.98,0.0,0.0,0.0,1,False,False,False,True
258,628199.92,1,0.0,0.0,2168485.8,2796685.72,0,False,False,False,True
392,251832.96,1,251832.96,0.0,0.0,0.0,1,False,False,False,True
501,161024.8,1,161024.8,0.0,570881.26,731906.06,1,True,False,False,False
296,282272.93,1,282272.93,0.0,0.0,0.0,1,False,False,False,True
332,16621.61,1,0.0,0.0,0.0,0.0,0,False,False,True,False
201,6077.94,1,707.0,0.0,0.0,0.0,0,False,False,True,False
374,346865.91,1,106104.0,0.0,0.0,346865.91,0,True,False,False,False
302,5034.87,1,13178.0,8143.13,0.0,0.0,0,False,False,True,False
119,6882.22,1,428.0,0.0,0.0,0.0,0,False,False,True,False
323,53300.15,1,0.0,0.0,0.0,387759.63,0,True,False,False,False
691,12296.17,1,7753048.61,7765344.78,1978178.02,1965881.86,0,False,False,False,False
173,2232667.51,1,2232667.51,0.0,205027.36,2437694.87,1,True,False,False,False
695,135845.3,1,9410.0,196380.55,294623.19,156735.255,0,False,False,False,False
581,2562459.56,1,2562459.56,0.0,0.0,0.0,1,False,False,False,True
540,6438.76,1,8069.0,1630.24,0.0,577795.79,0,True,False,False,False
51,115881.21,1,115881.21,0.0,0.0,0.0,1,False,False,False,True
544,10129.61,1,24459.0,14329.39,0.0,0.0,0,False,False,True,False
225,476321.8,1,476321.8,0.0,0.0,476321.8,1,True,False,False,False
183,91295.86,1,20326.0,0.0,0.0,221651.75,0,False,False,False,True
718,1293595.52,1,1293595.52,0.0,0.0,0.0,1,False,False,False,True
12,320043.64,1,61057.0,0.0,4633873.39,5217109.99,0,True,False,False,False
355,17838.13,1,39756.0,21917.87,0.0,440873.34,0,True,False,False,False
237,162941.41,1,350798.07,187856.66,4280840.82,4443782.23,0,True,False,False,False
207,292816.89,1,169534.5,0.0,872512.36,1165329.26,0,True,False,False,False
47,243028.65,1,243028.65,0.0,0.0,0.0,1,False,False,False,True
345,116940.32,1,116940.32,0.0,0.0,0.0,1,False,False,False,True
132,36792.82,1,0.0,0.0,339917.73,376710.55,0,True,False,False,False
307,407301.12,1,0.0,0.0,25429410.47,25836711.6,0,True,False,False,False
94,84927.25,1,188048.42,103121.17,278678.27,363605.52,0,True,False,False,False
680,227668.22,1,227668.22,0.0,53722.04,281390.26,1,True,False,False,False
379,2983996.6,1,2983996.6,0.0,0.0,0.0,1,False,False,False,True
180,162910.99,1,34279.0,16878483.96034769,48517.9,211428.89,0,True,False,False,False
178,8083.21,1,57609.835,0.0,0.0,0.0,0,False,False,True,False
324,22548.09,1,0.0,0.0,450279.65,472827.75,0,True,False,False,False
621,3582885.46,2,3582885.46,0.0,0.0,0.0,1,False,False,False,True
370,127645.34,1,93009.0,0.0,140647.94,268293.27,0,True,False,False,False
205,135845.3,1,5591.0,208998.3,449127.4,245720.1,0,False,False,False,False
478,2254718.25,1,2254718.25,0.0,123702.38,2378420.62,1,True,False,False,False
255,960.82,0,0.0,0.0,0.0,0.0,0,False,False,True,False
328,112094.42,1,0.0,0.0,3631866.84,3743961.26,0,True,False,False,False
250,24725.14,1,0.0,0.0,4633910.94,4658636.08,0,True,False,False,False
249,3138.25,0,3138.25,0.0,249297.18,252435.43,1,True,False,False,False
273,601494.61,1,601494.61,0.0,0.0,601494.61,1,True,False,False,False
279,33785599.39,2,0.0,0.0,54814455.37,113007240.3,0,False,False,False,True
16,34851.76,1,0.0,0.0,0.0,0.0,0,False,False,True,False
65,215.83,0,215.83,0.0,3563442.24,3563658.07,1,True,False,False,False
522,79591.12,1,122633.86,202224.98,0.0,96624.76,0,False,False,False,False
17,187609.01,1,0.0,0.0,1865018.8,156735.255,0,True,False,False,False
154,3424092.39,2,3424092.39,0.0,0.0,0.0,1,False,False,False,True
304,69420.64,1,3380417.89,3449838.53,6772256.03,6702835.39,0,False,False,False,False
15,118207.49,1,704694.82,586487.34,247884.12,366091.61,0,True,False,False,False
702,0.0,0,0.0,0.0,107777.02,156735.255,1,True,False,False,False
478,2254718.25,1,2254718.25,0.0,0.0,0.0,1,False,False,False,True
181,52555.13,1,0.0,0.0,183738.34,236293.47,0,False,False,False,True
379,49848.97,1,0.0,0.0,1734400.47,1784249.44,0,True,False,False,False
325,29529.32,1,20572.0,0.0,0.0,0.0,0,False,False,True,False
284,164502.06,1,164502.06,0.0,252850.62,417352.68,1,True,False,False,False
161,85087.05,1,20274.0,0.0,0.0,85087.05,0,True,False,False,False
469,10000000.0,2,16484526.8,6484526.8,0.0,0.0,1,False,False,False,True
13,622750.72,1,0.0,0.0,2439004.9,3061755.63,0,False,False,False,True
476,37394.15,1,37394.15,0.0,0.0,0.0,1,False,False,False,True
359,14078.56,1,0.0,0.0,0.0,0.0,0,False,False,True,False
566,2202575.1,1,2202575.1,0.0,0.0,0.0,1,False,False,False,True
140,363102.56,1,319.0,0.0,0.0,363102.56,0,False,False,False,True
34,39746.87,1,0.0,0.0,422258.04,1078583.74,0,True,False,False,False
16,50.09,0,0.0,0.0,777224.0,156735.255,0,False,True,False,False
186,1562.53,0,15805.0,14242.47,0.0,0.0,0,False,False,True,False
41,11666.54,1,399212.42,387545.88,0.0,0.0,0,False,False,True,False
163,14528.18,1,224.0,0.0,0.0,0.0,0,False,False,True,False
287,491847.47,1,491847.47,0.0,0.0,0.0,1,False,False,False,True
263,5571.48,1,87476.0,81904.52,0.0,22764126.57717535,0,False,False,True,False
44,229108.11,1,2148161.11,2377269.22,1166084.97,936976.86,0,False,False,False,False
378,43623.57,1,14655294.16,14698917.73,1501290.56,1457666.99,0,False,False,False,False
257,135845.3,1,6262505.91,0.0,0.0,0.0,1,False,False,False,True
143,8795.13,1,169595.68,160800.55,0.0,0.0,0,False,False,True,False
584,597806.2,1,597806.2,0.0,0.0,597806.2,1,True,False,False,False
154,92360.47,1,0.0,0.0,432493.66,785979.54,0,True,False,False,False
164,6532.43,1,81732.0,75199.57,0.0,0.0,0,False,False,True,False
357,2239461.29,1,2239461.29,0.0,0.0,0.0,1,False,False,False,True
400,50939.06,1,33132.0,0.0,0.0,0.0,0,False,False,True,False
137,3116833.75,2,3116833.75,0.0,0.0,0.0,1,False,False,False,True
408,2332.0,0,100462.0,98130.0,0.0,0.0,0,False,False,True,False
623,58050.78,1,58050.78,0.0,0.0,58050.78,1,True,False,False,False
359,7428844.46,2,7428844.46,0.0,0.0,7428844.46,1,True,False,False,False
328,199442.6,1,0.0,0.0,262339.76,461782.36,0,True,False,False,False
204,190845.55,1,0.0,0.0,736213.43,927058.99,0,True,False,False,False
21,202143.01,1,333360.0,535503.01,230728.2,156735.255,0,False,False,False,False
465,44946.2,1,44946.2,0.0,0.0,0.0,1,False,False,False,True
37,8574.81,1,57609.835,0.0,0.0,0.0,0,False,False,True,False
230,40611.22,1,0.0,0.0,0.0,40611.22,1,True,False,False,False
480,644781.76,1,644781.76,0.0,0.0,0.0,1,False,False,False,True
38,55359.55,1,7722797.62,7778157.18,112629.23,57269.68,0,False,False,False,False
326,3454.53,1,4795.0,1340.47,0.0,0.0,0,False,False,True,False
371,11630.38,1,11630.38,0.0,36945.1,48575.48,1,True,False,False,False
348,60153.43,1,10549.0,70702.43,3196573.7,3136420.27,0,False,False,False,False
690,193592.06,1,0.0,0.0,457948.52,651540.57,0,True,False,False,False
263,332983.04,1,0.0,0.0,1057125.16,1390108.2,0,True,False,False,False
111,1129884.18,1,1129884.18,0.0,0.0,0.0,1,False,False,False,True
205,30041.16,1,0.0,0.0,0.0,0.0,0,False,False,True,False
323,279144.64,1,0.0,0.0,802789.81,1081934.45,0,True,False,False,False
383,150406.91,1,57609.835,0.0,1903051.04,2053457.95,1,True,False,False,False
186,1044.37,0,28154.09,27109.72,0.0,0.0,0,False,False,True,False
435,1143937.73,1,1143937.73,0.0,0.0,0.0,1,False,False,False,True
510,3425386.69,2,3425386.69,0.0,0.0,0.0,1,False,False,False,True
211,16398.41,1,138527.94,122129.53,0.0,0.0,0,False,False,True,False
58,3156421.43,2,3156421.43,0.0,0.0,0.0,1,False,False,False,True
202,416799.97,1,25139837.09,25556637.05,711353.6,294553.64,0,False,False,False,False
495,197943.1,1,197943.1,0.0,0.0,0.0,1,False,False,False,True
326,15177.97,1,15177.97,0.0,0.0,0.0,1,False,False,False,True
13,203282.47,1,0.0,0.0,372758.0,576040.47,0,True,False,False,False
371,7203.18,1,66015.9,0.0,0.0,0.0,0,False,False,True,False
325,70294.46,1,4142896.86,4213191.32,421074.18,350779.72,0,False,False,False,False
500,21832.43,1,21832.43,0.0,0.0,156735.255,1,False,False,False,True
402,438010.67,1,0.0,0.0,883296.82,1321307.49,0,False,False,False,True
374,4480.19,1,260955.18,256474.99,0.0,0.0,0,False,False,True,False
305,1754597.44,1,1754597.44,0.0,0.0,0.0,1,False,False,False,True
658,24522.52,1,24522.52,0.0,155677.01,180199.53,1,True,False,False,False
250,1023.68,0,0.0,0.0,0.0,0.0,0,False,False,True,False
588,9639.15,1,10548.0,20187.15,318930.15,156735.255,0,False,False,False,False
43,281012.92,1,0.0,0.0,692646.89,973659.81,0,True,False,False,False
403,8444.09,1,443403.47,434959.38,0.0,0.0,0,False,False,True,False
331,20305.29,1,14466.65,0.0,0.0,0.0,0,False,False,True,False
305,456930.88,1,456930.88,0.0,0.0,0.0,1,False,False,False,True
56,136562.78,1,136562.78,0.0,0.0,0.0,1,False,False,False,True
325,230376.5,1,110178.0,0.0,0.0,230376.5,0,True,False,False,False
420,500905.62,1,500905.62,0.0,0.0,0.0,1,False,False,False,True
199,590229.26,1,590229.26,0.0,236890.65,827119.91,1,True,False,False,False
404,5723.77,1,57609.835,0.0,0.0,0.0,0,False,False,True,False
309,255842.73,1,15072972.24,15328814.97,2119984.66,1864141.93,0,False,False,False,False
214,11862.63,1,42263.82,30401.2,0.0,0.0,0,False,False,True,False
629,547672.2,1,547672.2,0.0,241648.88,789321.08,1,True,False,False,False
229,87937.41,1,119631.0,0.0,568741.81,480804.39,0,False,False,False,False
256,28522.02,1,163703.01,135180.99,0.0,0.0,0,False,False,True,False
181,5240.81,1,19985.0,14744.19,0.0,0.0,0,False,False,True,False
406,4160888.06,2,4160888.06,0.0,367689.67,4528577.73,1,True,False,False,False
160,540343.05,1,0.0,0.0,2996105.82,3536448.87,0,True,False,False,False
262,57107.9,1,0.0,0.0,5705682.03,5762789.94,0,True,False,False,False
322,10980.84,1,10245204.2,10256185.03,0.0,1384016.47,0,False,False,False,False
161,467936.57,1,0.0,0.0,1938907.8,2406844.38,0,True,False,False,False
283,36514.49,1,60337.39,23822.91,0.0,0.0,0,False,False,True,False
274,135845.3,1,94381.34,81514.17,0.0,0.0,0,False,False,True,False
692,18444.72,1,2498.0,0.0,0.0,0.0,0,False,False,True,False
61,55062.46,1,55062.46,0.0,0.0,55062.46,1,True,False,False,False
9,135845.3,1,30561.0,0.0,0.0,156735.255,0,True,False,False,False
13,403341.08,1,0.0,0.0,598267.82,156735.255,0,True,False,False,False
259,248071.56,1,248071.56,0.0,0.0,0.0,1,False,False,False,True
534,136245.39,1,136245.39,0.0,0.0,0.0,1,False,False,False,True
232,4909.04,1,0.0,0.0,0.0,0.0,0,False,False,True,False
237,6954.02,1,176660.0,169705.98,0.0,0.0,0,False,False,True,False
514,10880.26,1,57609.835,0.0,0.0,0.0,1,False,False,False,True
346,3251.92,1,0.0,0.0,0.0,0.0,0,False,False,True,False
398,6817.78,1,66893.0,60075.22,0.0,0.0,0,False,False,True,False
716,1897921.7,1,1897921.7,0.0,0.0,0.0,1,False,False,False,True
441,739856.92,1,739856.92,0.0,0.0,739856.92,1,True,False,False,False
399,327088.56,1,31909.0,0.0,410058.95,737147.51,0,True,False,False,False
132,15582.31,1,0.0,0.0,0.0,0.0,0,False,False,True,False
301,208164.05,1,0.0,0.0,1015923.34,1224087.39,0,False,False,False,True
151,113614.57,1,113614.57,0.0,0.0,0.0,1,False,False,False,True
369,10339516.78897634,2,594636.0,576578.17,0.0,18057.83,0,True,False,False,False
142,112999.17,1,102433.96,0.0,156570.92,269570.08,0,True,False,False,False
254,127232.68,1,67109.0,0.0,34760.74,161993.41,0,True,False,False,False
253,340037.31,1,0.0,0.0,965176.35,1305213.66,0,False,False,False,True
329,190736.44,1,50224.0,0.0,991837.31,1182573.76,0,True,False,False,False
375,24773.76,1,0.0,0.0,39515.2,64288.96,0,True,False,False,False
393,126387.99,1,23.0,126410.99,27813.46,0.0,0,False,False,False,False
596,3494.8,1,350430.0,346935.2,0.0,22764126.57717535,0,False,False,True,False
305,131625.79,1,22350.0,0.0,813190.77,156735.255,0,True,False,False,False
537,91045.4,1,34238.2,0.0,0.0,334607.59,1,True,False,False,False
183,135845.3,1,214665.52,199458.25,0.0,0.0,0,False,False,True,False
418,452261.67,1,57609.835,0.0,0.0,0.0,1,False,False,False,True
138,657089.83,1,0.0,0.0,6318412.88,6975502.71,0,False,False,False,True
208,51718.32,1,0.0,0.0,622712.05,546281.35,0,True,False,False,False
404,4426.79,1,0.0,0.0,0.0,0.0,0,False,False,True,False
444,10339516.78897634,2,1186725.39,0.0,0.0,0.0,1,False,False,False,True
12,732189.73,1,101141.0,0.0,0.0,156735.255,0,True,False,False,False
305,144948.31,1,3455572.37,3600520.68,2828306.77,2683358.46,0,False,False,False,False
142,7741.44,1,421987.0,414245.56,0.0,0.0,0,False,False,True,False
213,148803.29,1,6192151.75,6340955.04,176535.83,27732.54,0,False,False,False,False
10,2669233.99,1,0.0,0.0,7094988.08,9545772.52,0,False,False,False,True
370,3201.11,1,0.0,0.0,0.0,0.0,0,False,False,True,False
232,1731.58,0,32040.0,-15620565.64,0.0,0.0,0,False,False,True,False
348,312930.56,1,115706.0,0.0,0.0,312930.56,0,True,False,False,False
354,210033.09,1,2704.0,0.0,0.0,210033.09,0,True,False,False,False
712,372703.48,1,372703.48,0.0,0.0,0.0,1,False,False,False,True
536,285382.07,1,285382.07,0.0,0.0,0.0,1,False,False,False,True
305,13734.95,1,0.0,0.0,0.0,0.0,0,False,False,True,False
499,558136.45,1,558136.45,0.0,82549.61,640686.06,1,True,False,False,False
40,16511.9,1,148442.0,131930.1,0.0,1781790.45,0,True,False,False,False
406,184588.59,1,184588.59,0.0,0.0,184588.59,1,True,False,False,False
376,213750.46,1,20255176.65949037,420770.46,115517.21,0.0,0,False,False,False,False
11,642567.21,1,0.0,0.0,938012.54,1580579.76,0,False,False,False,True
332,8114.85,1,215574.0,207459.15,0.0,0.0,0,False,False,True,False
709,14148.64,1,14148.64,0.0,79499.16,93647.8,1,True,False,False,False
156,10902.99,1,192.0,0.0,0.0,0.0,0,False,False,True,False
322,88308.97,1,5503.0,93811.97,585928.35,497619.38,0,False,False,False,False
393,324469.86,1,9176221.9,9500691.76,1732560.93,1408091.08,0,False,False,False,False
132,27615.35,1,57050.0,29434.65,0.0,0.0,0,False,False,True,False
271,64319.46,1,64319.46,0.0,0.0,2598691.45,1,True,False,False,False
373,122903.76,1,190.0,0.0,1296442.63,1419346.38,0,False,False,False,True
97,5624.02,1,5624.02,0.0,0.0,0.0,1,False,False,False,True
321,526787.54,1,57609.835,0.0,0.0,0.0,1,False,False,False,True
59,3857176.83,2,3857176.83,0.0,0.0,0.0,1,False,False,False,True
259,76470.35,1,57609.835,13697.65,0.0,76470.35,0,True,False,False,False
357,17657.45,1,0.0,0.0,0.0,0.0,0,False,False,True,False
648,1086227.44,1,1086227.44,0.0,0.0,0.0,1,False,False,False,True
60,45807.51,1,45807.51,0.0,0.0,0.0,1,False,False,False,True
283,135845.3,1,299461.34,253216.4,0.0,0.0,0,False,False,True,False
212,362988.52,1,362988.52,0.0,2158316.76,2521305.27,1,True,False,False,False
135,60717.92,1,5508.0,0.0,0.0,60717.92,0,True,False,False,False
